commune_name,TERYT,commune_type,commune_population,number_of_places,number_of_places_per_1000_inh,voi_code
Strzałkowo,3023072,2,10279,0,0,30
Strzegom,0219063,3,25708,30,1.16695192158083,02
Strzegowo,1413052,2,7478,15,2.00588392618347,14
Strzelce,1002102,2,3913,0,0,10
Strzelce Krajeńskie,0806043,3,16993,0,0,08
Strzelce Opolskie,1611053,3,30515,40,1.31083073898083,16
Strzelce Wielkie,1009072,2,4571,0,0,10
Strzeleczki,1605032,2,7398,0,0,16
Strzelin,0217043,3,22167,0,0,02
Strzelno,0409043,3,11585,0,0,04
Strzyżewice,0609122,2,8110,0,0,06
Strzyżów,1819043,3,20677,0,0,18
Stubno,1813092,2,3864,0,0,18
Studzienice,2201082,2,3760,0,0,22
Stupsk,1413062,2,4836,0,0,14
Subkowy,2214052,2,5484,0,0,22
Sucha Beskidzka,1215021,1,9088,0,0,12
Suchań,3214113,3,4298,0,0,32
Suchedniów,2610053,3,10110,0,0,26
Suchowola,2011093,3,6869,0,0,20
Suchożebry,1426102,2,4693,0,0,14
Suchy Dąb,2204072,2,4223,0,0,22
Suchy Las,3021152,2,18104,0,0,30
Sulechów,0809063,3,26521,0,0,08
Sulejów,1010093,3,16329,0,0,10
Sulejówek,1412151,1,19838,0,0,14
Sulęcin,0807043,3,15745,0,0,08
Sulęczyno,2205072,2,5547,0,0,22
Sulików,0225052,2,6012,0,0,02
Sulmierzyce,1009082,2,4444,15,3.37533753375338,10
Sulmierzyce,3012011,1,2851,0,0,30
Sułkowice,1209073,3,14982,0,0,12
Sułoszowa,1206132,2,5835,30,5.1413881748072,12
Sułów,0620122,2,4479,0,0,06
Supraśl,2002093,3,15676,20,1.2758356723654,20
Suraż,2002103,3,1967,0,0,20
Susiec,0618082,2,7432,0,0,06
Susz,2807063,3,12727,0,0,28
Suszec,2410062,2,12347,0,0,24
Suwałki,2012072,2,7739,20,2.58431321876211,20
Suwałki,2063011,1,69758,15,0.215029100604949,20
Swarzędz,3021163,3,51522,0,0,30
Syców,0214073,3,16874,0,0,02
Sypniewo,1411092,2,3248,0,0,14
Szadek,1019023,3,7312,0,0,10
Szaflary,1211142,2,11103,0,0,12
Szamocin,3001053,3,7502,0,0,30
Szamotuły,3024073,3,30251,0,0,30
Szastarka,0607062,2,5758,0,0,06
Szczaniec,0808042,2,3836,0,0,08
Szczawin Kościelny,1404052,2,4843,0,0,14
Szczawnica,1211023,3,7204,0,0,12
Szczawno-Zdrój,0221031,1,5569,30,5.38696354821332,02
Szczebrzeszyn,0620133,3,11139,0,0,06
Szczecin,3262011,1,401907,60,0.0746441340907225,32
Szczecinek,3215062,2,9215,15,1.62778079218665,32
Szczecinek,3215011,1,40043,0,0,32
Szczekociny,2416083,3,7658,0,0,24
Szczerców,1001072,2,8255,0,0,10
Szczucin,1204073,3,13155,15,1.14025085518814,12
Szczuczyn,2004053,3,6026,0,0,20
Szczurowa,1202072,2,9487,18,1.89733319279013,12
Szczutowo,1427062,2,4310,0,0,14
Szczyrk,2402011,1,5751,0,0,24
Szczytna,0208143,3,7279,0,0,02
Szczytniki,3007102,2,7812,0,0,30
Szczytno,2817011,1,23088,20,0.866250866250866,28
Szczytno,2817062,2,13095,0,0,28
Szelków,1411102,2,3624,0,0,14
Szemud,2215092,2,18240,0,0,22
Szepietowo,2013093,3,6890,0,0,20
Szerzyny,1216162,2,7943,15,1.88845524361073,12
Szklarska Poręba,0206041,1,6633,0,0,02
Szlichtyngowa,0812023,3,5015,40,7.97607178464606,08
Szprotawa,0810073,3,20610,0,0,08
Szreńsk,1413072,2,4115,0,0,14
Sztabin,2001072,2,5065,0,0,20
Sztum,2216053,3,18291,30,1.64015089388224,22
Sztutowo,2210052,2,3634,0,0,22
Szubin,0410053,3,24797,0,0,04
Szudziałowo,2011102,2,2840,0,0,20
Szulborze Wielkie,1416092,2,1646,0,0,14
Szumowo,2014042,2,4809,0,0,20
Szydłowiec,1430053,3,18698,0,0,14
Szydłowo,1413082,2,4576,0,0,14
Szydłowo,3019062,2,9196,0,0,30
Szydłów,2612083,3,4679,0,0,26
Szypliszki,2012082,2,3901,0,0,20
Ścinawa,0211043,3,9866,0,0,02
Ślemień,2417122,2,3531,0,0,24
Ślesin,3010123,3,14067,0,0,30
Śliwice,0416052,2,5592,0,0,04
Śmigiel,3011053,3,17607,0,0,30
Śniadowo,2007072,2,5312,0,0,20
Śrem,3026043,3,42155,30,0.711659352389989,30
Środa Śląska,0218043,3,19914,0,0,02
Środa Wielkopolska,3025043,3,32649,0,0,30
Świątki,2814122,2,4039,0,0,28
Świątniki Górne,1206143,3,10195,20,1.96174595389897,12
Świdnica,0219072,2,17311,20,1.1553347582462,02
Świdnica,0219011,1,56803,0,0,02
Świdnica,0809072,2,6602,0,0,08
Świdnik,0617011,1,39136,0,0,06
Świdwin,3216062,2,5818,30,2.57820556892403,32
Świdwin,3216011,1,15468,15,0.969743987587277,32
Świebodzice,0219021,1,22744,15,0.659514597256419,02
Świebodzin,0808053,3,29984,0,0,08
Świecie,0414093,3,33949,0,0,04
Świecie nad Osą,0406062,2,4170,0,0,04
Świedziebnia,0402092,2,5161,0,0,04
Świekatowo,0414102,2,3622,0,0,04
Świeradów-Zdrój,0210021,1,4100,0,0,02
Świercze,1424052,2,4613,0,0,14
Świerczów,1606042,2,3330,0,0,16
Świerklaniec,2413072,2,12401,0,0,24
Świerklany,2412052,2,12486,40,3.20358801858081,24
Świerzawa,0226043,3,7503,20,2.66560042649607,02
Świerzno,3207052,2,4227,0,0,32
Świeszyno,3209082,2,7470,0,0,32
Święciechowa,3013052,2,8108,15,1.85002466699556,30
Świętajno,2817072,2,5774,30,5.19570488396259,28
Świętajno,2813052,2,3883,0,0,28
Świętochłowice,2476011,1,49557,0,0,24
Świlcza,1816122,2,16265,0,0,18
Świnice Warckie,1004072,2,3888,0,0,10
Świnna,2417132,2,8070,0,0,24
Świnoujście,3263011,1,40888,0,0,32
Tarczyn,1418063,3,11567,0,0,14
Tarłów,2606072,2,5139,0,0,26
Tarnawatka,0618092,2,3894,0,0,06
Tarnobrzeg,1864011,1,46745,0,0,18
Tarnogród,0602123,3,6655,0,0,06
Tarnowiec,1805112,2,9168,0,0,18
Tarnowo Podgórne,3021172,2,28070,0,0,30
Tarnowskie Góry,2413041,1,61686,0,0,24
Tarnów,1216092,2,26202,0,0,12
Tarnów,1263011,1,108470,0,0,12
Tarnów Opolski,1609112,2,9628,0,0,16
Tarnówka,3031062,2,3009,0,0,30
Tczew,2214011,1,59951,30,0.500408667078114,22
Tczew,2214062,2,15035,0,0,22
Tczów,1436042,2,4910,0,0,14
Telatyn,0618102,2,3901,0,0,06
Teresin,1428082,2,11545,0,0,14
Terespol,0601021,1,5560,0,0,06
Terespol,0601162,2,6700,0,0,06
Tereszpol,0602132,2,3878,0,0,06
Tłuchowo,0408082,2,4648,0,0,04
Tłuszcz,1434113,3,20109,15,0.745934656124124,14
Tokarnia,1209082,2,8820,0,0,12
Tolkmicko,2804093,3,6571,0,0,28
Tomaszów Lubelski,0618112,2,11358,40,3.52174678640606,06
Tomaszów Lubelski,0618011,1,19035,0,0,06
Tomaszów Mazowiecki,1016011,1,61960,0,0,10
Tomaszów Mazowiecki,1016092,2,11224,0,0,10
Tomice,1218082,2,8174,0,0,12
Topólka,0411072,2,4793,14,2.92092635092844,04
Toruń,0463011,1,201447,0,0,04
Torzym,0807053,3,6828,0,0,08
Toszek,2405073,3,9383,30,3.19727166151551,24
Trawniki,0617052,2,8884,0,0,06
Trąbki Wielkie,2204082,2,11145,0,0,22
Trojanów,1403122,2,7299,0,0,14
Troszyn,1415112,2,4756,0,0,14
Tryńcza,1814082,2,8491,0,0,18
Trzciana,1201082,2,5641,0,0,12
Trzcianka,3002073,3,24318,20,0.822436055596677,30
Trzcianne,2008072,2,4271,0,0,20
Trzciel,0803063,3,6407,0,0,08
Trzcinica,3008072,2,4945,0,0,30
Trzcińsko-Zdrój,3206083,3,5271,0,0,32
Trzebiatów,3205083,3,16137,0,0,32
Trzebiechów,0809082,2,3371,0,0,08
Trzebiel,0811082,2,5668,0,0,08
Trzebielino,2201092,2,3696,0,0,22
Trzebieszów,0611092,2,7352,0,0,06
Trzebinia,1203053,3,33781,0,0,12
Trzebnica,0220033,3,24436,0,0,02
Trzebownisko,1816132,2,22296,0,0,18
Trzemeszno,3003093,3,14294,0,0,30
Trzeszczany,0604062,2,4091,0,0,06
Trzyciąż,1212062,2,7039,20,2.84131268646115,12
Trzydnik Duży,0607072,2,6406,0,0,06
Tuchola,0416063,3,20251,0,0,04
Tuchomie,2201102,2,4284,0,0,22
Tuchów,1216103,3,17916,0,0,12
Tuczępy,2601072,2,3740,0,0,26
Tuczna,0601172,2,3004,0,0,06
Tuczno,3217043,3,4890,0,0,32
Tuliszków,3027073,3,10537,0,0,30
Tułowice,1609123,3,5205,0,0,16
Tuplice,0811092,2,3042,0,0,08
Turawa,1609132,2,10018,0,0,16
Turek,3027082,2,9970,0,0,30
Turek,3027011,1,26833,30,1.11802631088585,30
Turobin,0602142,2,6029,0,0,06
Turośl,2006062,2,5110,0,0,20
Turośń Kościelna,2002112,2,6411,10,1.55981906098893,20
Tuszów Narodowy,1811092,2,8222,0,0,18
Tuszyn,1006113,3,12391,0,0,10
Twardogóra,0214083,3,12948,0,0,02
Tworóg,2413082,2,8287,35,4.22348256305056,24
Tychowo,3201043,3,6731,0,0,32
Tychy,2477011,1,127590,50,0.391880241398229,24
Tyczyn,1816143,3,10499,0,0,18
Tykocin,2002123,3,6194,0,0,20
Tymbark,1207122,2,6591,0,0,12
Tyrawa Wołoska,1817062,2,1978,0,0,18
Tyszowce,0618123,3,5509,7,1.27064803049555,06
Uchanie,0604072,2,4514,0,0,06
Udanin,0218052,2,5088,0,0,02
Ujazd,1016102,2,7723,20,2.58966722776123,10
Ujazd,1611063,3,6409,0,0,16
Ujsoły,2417142,2,4430,15,3.38600451467269,24
Ujście,3019073,3,7957,0,0,30
Ulan-Majorat,0615072,2,6000,0,0,06
Ulanów,1812073,3,8255,0,0,18
Ulhówek,0618132,2,4520,0,0,06
Ułęż,0616062,2,3190,0,0,06
Uniejów,1011043,3,7010,0,0,10
Unisław,0404072,2,6956,0,0,04
Urszulin,0619052,2,4146,0,0,06
Urzędów,0607083,3,8582,0,0,06
Ustka,2212011,1,15367,0,0,22
Ustka,2212102,2,8339,0,0,22
Ustronie Morskie,3208072,2,3685,0,0,32
Ustroń,2403021,1,16067,0,0,24
Ustrzyki Dolne,1801083,3,17215,0,0,18
Uście Gorlickie,1205102,2,6848,0,0,12
Uścimów,0608132,2,3162,0,0,06
Wadowice,1218093,3,37888,0,0,12
Wadowice Górne,1811102,2,7723,0,0,18
Waganiec,0401082,2,4566,0,0,04
Walce,1605042,2,5397,0,0,16
Walim,0221082,2,5403,0,0,02
Wałbrzych,0265011,1,111356,0,0,02
Wałcz,3217052,2,12677,15,1.18324524729826,32
Wałcz,3217011,1,25179,20,0.794312720918226,32
Wapno,3028062,2,2962,0,0,30
Warka,1406113,3,19226,30,0.78019348798502,14
Warlubie,0414112,2,6493,19,2.92622824580317,04
Warnice,3212062,2,3463,0,0,32
Warszawa,1465011,1,1790658,50,0.0279226965729916,14
Warta,1014093,3,12636,0,0,10
Warta Bolesławiecka,0201062,2,8632,0,0,02
Wartkowice,1011052,2,6228,0,0,10
Wasilków,2002133,3,17560,30,1.70842824601367,20
Waśniów,2607062,2,6781,0,0,26
Wąbrzeźno,0417011,1,13518,20,1.47950880307738,04
Wąchock,2611053,3,6811,0,0,26
Wądroże Wielkie,0205062,2,3912,0,0,02
Wągrowiec,3028011,1,25686,0,0,30
Wągrowiec,3028072,2,12316,0,0,30
Wąpielsk,0412062,2,3967,0,0,04
Wąsewo,1416102,2,4293,0,0,14
Wąsosz,2004062,2,3597,0,0,20
Wąsosz,0204043,3,7155,0,0,02
Wąwolnica,0614102,2,4621,0,0,06
Wejherowo,2215031,1,49505,0,0,22
Wejherowo,2215102,2,26578,0,0,22
Werbkowice,0604082,2,9272,16,1.72562553925798,06
Węgierska Górka,2417152,2,15080,20,1.3262599469496,24
Węgliniec,0225063,3,8287,16,1.93073488596597,02
Węgorzewo,2819033,3,16605,25,1.50557061126167,28
Węgorzyno,3218053,3,6890,0,0,32
Węgrów,1433011,1,12583,0,0,14
Wiązowna,1417082,2,13108,24,1.83094293561184,14
Wiązownica,1804112,2,11715,0,0,18
Wiązów,0217053,3,7101,0,0,02
Wicko,2208052,2,6019,15,2.4921083236418,22
Widawa,1003042,2,7315,0,0,10
Widuchowa,3206092,2,5407,0,0,32
Wieczfnia Kościelna,1413092,2,4048,0,0,14
Wielbark,2817083,3,6461,0,0,28
Wieleń,3002083,3,12304,0,0,30
Wielgie,0408092,2,6691,0,0,04
Wielgomłyny,1012132,2,4546,0,0,10
Wielichowo,3005053,3,6910,0,0,30
Wieliczka,1219053,3,60481,0,0,12
Wieliczki,2813062,2,3280,0,0,28
Wieliszew,1408052,2,15228,0,0,14
Wielka Nieszawka,0415082,2,5238,0,0,04
Wielka Wieś,1206152,2,12721,0,0,12
Wielkie Oczy,1809082,2,3818,0,0,18
Wielopole Skrzyńskie,1815052,2,8151,0,0,18
Wielowieś,2405082,2,5856,0,0,24
Wieluń,1017093,3,31456,0,0,10
Wieniawa,1423082,2,5276,0,0,14
Wieprz,1218102,2,12432,150,12.0656370656371,12
Wieruszów,1018073,3,14275,0,0,10
Wierzbica,0603122,2,5060,40,7.90513833992095,06
Wierzbica,1425112,2,9672,0,0,14
Wierzbinek,3010132,2,7287,0,0,30
Wierzbno,1433092,2,2750,0,0,14
Wierzchlas,1017102,2,6622,0,0,10
Wierzchosławice,1216112,2,10857,20,1.84212950170397,12
Wierzchowo,3203052,2,4243,0,0,32
Wietrzychowice,1216122,2,3938,20,5.07872016251905,12
Więcbork,0413043,3,13364,20,1.49655791679138,04
Wijewo,3013062,2,3836,0,0,30
Wilamowice,2402093,3,17695,0,0,24
Wilczęta,2802072,2,2970,0,0,28
Wilczyce,2609082,2,3687,0,0,26
Wilczyn,3010142,2,6202,0,0,30
Wilga,1403132,2,5278,0,0,14
Wilkołaz,0607092,2,5527,0,0,06
Wilkowice,2402102,2,13421,0,0,24
Wilków,1606052,2,4385,0,0,16
Wilków,0612072,2,4405,0,0,06
Winnica,1424062,2,4091,15,3.66658518699584,14
Wińsko,0222022,2,8274,0,0,02
Wiskitki,1438052,2,9880,15,1.51821862348178,14
Wisła,2403031,1,11096,15,1.35183850036049,24
Wisznia Mała,0220042,2,10559,12,1.1364712567478,02
Wisznice,0601182,2,4926,0,0,06
Wiślica,2601083,3,5453,20,3.66770584999083,26
Wiśniew,1426112,2,5747,0,0,14
Wiśniewo,1413102,2,5225,0,0,14
Wiśniowa,1209092,2,7412,20,2.69832703723691,12
Wiśniowa,1819052,2,7999,0,0,18
Witkowo,3003103,3,13593,0,0,30
Witnica,0801073,3,12869,0,0,08
Witonia,1004082,2,3237,30,9.2678405931418,10
Wizna,2007082,2,3957,0,0,20
Wiżajny,2012092,2,2341,0,0,20
Wleń,0212053,3,4247,0,0,02
Władysławowo,2211043,3,15388,0,0,22
Władysławów,3027092,2,8085,0,0,30
Włocławek,0418132,2,7309,0,0,04
Włocławek,0464011,1,109883,0,0,04
Włodawa,0619011,1,13066,0,0,06
Włodawa,0619062,2,6089,0,0,06
Włodowice,2416092,2,5254,0,0,24
Włoszakowice,3013072,2,9669,0,0,30
Włoszczowa,2613063,3,19292,22,1.14036906489737,26
Wodynie,1426122,2,4391,20,4.55477112275108,14
Wodzierady,1003052,2,3486,0,0,10
Wodzisław,2602092,2,6949,0,0,26
Wodzisław Śląski,2415041,1,47813,40,0.836592558509192,24
Wohyń,0615082,2,6608,40,6.05326876513317,06
Wojaszówka,1807092,2,9329,0,0,18
Wojciechowice,2606082,2,4006,0,0,26
Wojciechów,0609132,2,5974,0,0,06
Wojcieszków,0611102,2,6850,0,0,06
Wojcieszów,0226011,1,3650,0,0,02
Wojkowice,2401031,1,8942,0,0,24
Wojnicz,1216133,3,13443,0,0,12
Wojsławice,0603132,2,3745,0,0,06
Wola Krzysztoporska,1010102,2,11965,0,0,10
Wola Mysłowska,0611112,2,4649,0,0,06
Wola Uhruska,0619072,2,3848,0,0,06
Wolanów,1425122,2,8906,50,5.61419267909275,14
Wolbórz,1010113,3,7841,0,0,10
Wolbrom,1212073,3,22753,0,0,12
Wolin,3207063,3,12115,0,0,32
Wolsztyn,3029033,3,30539,0,0,30
Wołczyn,1604043,3,13484,0,0,16
Wołomin,1434123,3,51884,0,0,14
Wołów,0222033,3,22410,0,0,02
Woźniki,2407083,3,9619,0,0,24
Wólka,0609142,2,12547,0,0,06
Wręczyca Wielka,2406092,2,17774,0,0,24
Wrocław,0264011,1,642869,0,0,02
Wronki,3024083,3,19074,0,0,30
Wróblew,1014102,2,6054,0,0,10
Września,3030053,3,47259,0,0,30
Wschowa,0812033,3,21134,0,0,08
Wydminy,2806102,2,6233,0,0,28
Wymiarki,0810082,2,2263,0,0,08
Wyry,2408052,2,8409,15,1.78380306814128,24
Wyryki,0619082,2,2566,0,0,06
Wyrzysk,3019083,3,13926,0,0,30
Wysoka,3019093,3,6516,0,0,30
Wysokie,0609152,2,4392,0,0,06
Wysokie Mazowieckie,2013011,1,9341,0,0,20
Wysokie Mazowieckie,2013102,2,5481,0,0,20
Wyszki,2003082,2,4347,0,0,20
Wyszków,1435053,3,39637,0,0,14
Wyszogród,1419153,3,5575,0,0,14
Wyśmierzyce,1401063,3,2779,15,5.39762504498021,14
Zabierzów,1206162,2,26708,30,1.12325894862962,12
Zabłudów,2002143,3,9331,0,0,20
Zabór,0809092,2,4321,0,0,08
Zabrodzie,1435062,2,5943,0,0,14
Zabrze,2478011,1,172360,30,0.174054304943142,24
Zadzim,1011062,2,4967,0,0,10
Zagnańsk,2604192,2,12982,15,1.15544600215683,26
Zagórów,3023083,3,8945,0,0,30
Zagórz,1817073,3,13126,0,0,18
Zagrodno,0226052,2,5269,0,0,02
Zakliczyn,1216143,3,12488,0,0,12
Zaklików,1818053,3,8516,0,0,18
Zakopane,1217011,1,27010,0,0,12
Zakroczym,1414063,3,6033,0,0,14
Zakrzew,0609162,2,2889,0,0,06
Zakrzew,1425132,2,13222,0,0,14
Zakrzewo,0401092,2,3509,0,0,04
Zakrzewo,3031072,2,4905,10,2.03873598369011,30
Zakrzówek,0607102,2,6443,0,0,06
Zalesie,0601192,2,4405,0,0,06
Zaleszany,1818062,2,10948,40,3.65363536719035,18
Zalewo,2807073,3,6763,0,0,28
Załuski,1420122,2,5669,0,0,14
Zambrów,2014052,2,8875,13,1.46478873239437,20
Zambrów,2014011,1,22018,0,0,20
Zamość,0620142,2,23155,0,0,06
Zamość,0664011,1,63437,0,0,06
Zaniemyśl,3025052,2,6958,0,0,30
Zapolice,1019032,2,5184,30,2.89351851851852,10
Zaręby Kościelne,1416112,2,3645,0,0,14
Zarszyn,1817082,2,9292,15,1.61429186396901,18
Zarzecze,1814092,2,7229,0,0,18
Zator,1213093,3,9317,0,0,12
Zatory,1424072,2,4849,0,0,14
Zawady,2002152,2,2717,0,0,20
Zawadzkie,1611073,3,11304,0,0,16
Zawichost,2609093,3,4385,15,3.42075256556442,26
Zawidów,0225011,1,4180,0,0,02
Zawidz,1427072,2,6578,0,0,14
Zawiercie,2416021,1,49204,0,0,24
Zawoja,1215082,2,9086,0,0,12
Zawonia,0220052,2,5904,0,0,02
Ząbki,1434031,1,37818,25,0.661060870484954,14
Ząbkowice Śląskie,0224053,3,21664,0,0,02
Zbąszynek,0808063,3,8353,0,0,08
Zbąszyń,3015063,3,13794,0,0,30
Zbiczno,0402102,2,4855,16,3.29557157569516,04
Zblewo,2213132,2,11832,0,0,22
Zbójna,2007092,2,4192,0,0,20
Zbójno,0405062,2,4379,0,0,04
Zbrosławice,2413092,2,16261,50,3.07484164565525,24
Zbuczyn,1426132,2,10106,0,0,14
Zduny,1005102,2,5699,0,0,10
Zduny,3012063,3,7577,0,0,30
Zduńska Wola,1019011,1,41686,0,0,10
Zduńska Wola,1019042,2,12198,0,0,10
Zdzieszowice,1605053,3,15722,0,0,16
Zebrzydowice,2403122,2,13263,25,1.88494307471914,24
Zelów,1001083,3,14955,0,0,10
Zembrzyce,1215092,2,5630,0,0,12
Zębowice,1608072,2,3631,0,0,16
Zgierz,1020031,1,56190,0,0,10
Zgierz,1020092,2,14538,0,0,10
Zgorzelec,0225021,1,30231,0,0,02
Zgorzelec,0225072,2,8516,0,0,02
Zielona Góra,0862011,1,141222,50,0.354052484740338,08
Zielonka,1434041,1,17560,50,2.84738041002278,14
Zielonki,1206172,2,23092,0,0,12
Ziębice,0224063,3,16949,0,0,02
Zławieś Wielka,0415092,2,14386,0,0,04
Złocieniec,3203063,3,16359,0,0,32
Złoczew,1014113,3,7164,0,0,10
Złota,2608052,2,4463,30,6.72193591754425,26
Złotniki Kujawskie,0407092,2,9145,0,0,04
Złotoryja,0226021,1,15496,30,1.93598347960764,02
Złotoryja,0226062,2,7021,0,0,02
Złotów,3031011,1,18532,0,0,30
Złotów,3031082,2,9942,0,0,30
Złoty Stok,0224073,3,4447,0,0,02
Zwierzyn,0806052,2,4318,10,2.31588698471515,08
Zwierzyniec,0620153,3,6694,0,0,06
Zwoleń,1436053,3,15125,0,0,14
Żabia Wola,1405062,2,8985,30,3.33889816360601,14
Żabno,1216153,3,18874,20,1.05965878986966,12
Żagań,0810021,1,25668,35,1.36356552906343,08
Żagań,0810092,2,7306,0,0,08
Żarki,2409053,3,8453,0,0,24
Żarnowiec,2416102,2,4597,0,0,24
Żarnów,1007082,2,5908,0,0,10
Żarów,0219083,3,12391,0,0,02
Żary,0811102,2,12332,20,1.62179695102173,08
Żary,0811021,1,37304,0,0,08
Żegocina,1201092,2,5560,0,0,12
Żelazków,3007112,2,9546,0,0,30
Żelechlinek,1016112,2,3316,10,3.01568154402895,10
Żelechów,1403143,3,8281,0,0,14
Żerków,3006043,3,10248,0,0,30
Żmigród,0220063,3,14660,0,0,02
Żmudź,0603142,2,3055,0,0,06
Żnin,0419063,3,24080,0,0,04
Żołynia,1810072,2,7036,0,0,18
Żory,2479011,1,62472,0,0,24
Żółkiewka,0606112,2,5325,0,0,06
Żórawina,0223092,2,11156,0,0,02
Żukowice,0203062,2,3461,0,0,02
Żukowo,2205083,3,40837,0,0,22
Żurawica,1813102,2,12968,20,1.54225786551511,18
Żuromin,1437063,3,14304,15,1.04865771812081,14
Żychlin,1002113,3,11836,0,0,10
Żyraków,1803072,2,14190,0,0,18
Żyrardów,1438011,1,39828,0,0,14
Żyrzyn,0614112,2,6427,0,0,06
Żytno,1012142,2,5096,0,0,10
Żywiec,2417011,1,31091,60,1.92981891865813,24